"81(1,A11)","Hypoxia Ox66 3","20.23","25.63","32.32","1205"
"82(1,B11)","Hypoxia Ox66 3","20.39","26.6","38.27","1156"
"83(1,C11)","Hypoxia Ox66 3","38.5","51.3","56.96","1035"
"84(1,D11)","Hypoxia Mix 1","26.86","27.21","31.77","1174"
"85(1,E11)","Hypoxia Mix 1","23.2","25.23","40","1204"
"86(1,F11)","Hypoxia Mix 1","22.45","22.15","37","1170"
"87(1,G11)","Hypoxia Mix 2","25.31","28.55","37.37","981"
"88(1,H11)","Hypoxia Mix 2","23.84","29.28","42.68","1112"
"89(1,A12)","Hypoxia Mix 2","29.39","28.25","41.41","1118"
"90(1,B12)","Hypoxia Mix 3","26.21","25.16","35.77","1274"
"91(1,C12)","Hypoxia Mix 3","20.78","22.27","38.84","1131"
"92(1,D12)","Hypoxia Mix 3","25.4","32.99","36.42","1362"
"93(1,E12)","Intereference DEP ","40","42.72","57.07","1138"
"94(1,F12)","Intereference DEP ","27.34","40.06","46.16","1197"
"95(1,G12)","Interference Ox66","22.67","21.89","40.23","1330"
"96(1,H12)","Interference Ox66","23.98","26.26","39.35","1286"

"DataType:","Trimmed Peak"
"Location","Sample","IL-6","GRO/KC/CINC-1","TNFa","Total Events"
"1(1,A1)","Background0","32","143","28","1228"
"2(1,B1)","Background0","28","155","28","1252"
"3(1,C1)","Standard1","28","176","58","1072"
"4(1,D1)","Standard1","28","199","99","1170"
"5(1,E1)","Standard2","32","169","177","1081"
"6(1,F1)","Standard2","32","111","149","1154"
"7(1,G1)","Standard3","62","355","1347","882"
"8(1,H1)","Standard3","58","254","576","1088"
"9(1,A2)","Standard4","149","838","1666","1256"
"10(1,B2)","Standard4","132","400","1741","1058"
"11(1,C2)","Standard5","705","2045","5017","1016"
"12(1,D2)","Standard5","872","1668","10838","989"
"13(1,E2)","Standard6","5687","4440","13935","939"
"14(1,F2)","Standard6","4450","3782","10469","1009"
"15(1,G2)","Standard7","12304","6682","11378","1013"
"16(1,H2)","Standard7","11872","6941","10039","1057"
"17(1,A3)","Control1","192","653","2721","1211"
"18(1,B3)","Control1","199","470","1963","963"
"19(1,C3)","Control2","1022","2413","7262","924"
"20(1,D3)","Control2","1255","2511","7542","988"
"21(1,E3)","Normoxia Blank 1","28","169","38","809"
"22(1,F3)","Normoxia Blank 1","32","313","28","862"
"23(1,G3)","Normoxia Blank 1","28","184","28","909"
"24(1,H3)","Normoxia Blank 2","28","170","28","812"
"25(1,A4)","Normoxia Blank 2","28","176","32","960"
"26(1,B4)","Normoxia Blank 2","28","244","43","932"
"27(1,C4)","Normoxia Blank 3","32","177","36","831"
"28(1,D4)","Normoxia Blank 3","28","226","176","677"
"29(1,E4)","Normoxia Blank 3","28","234","53","807"
"30(1,F4)","Normoxia DEP 1","24","225","38","863"
"31(1,G4)","Normoxia DEP 1","24","243","63","812"
"32(1,H4)","Normoxia DEP 1","28","192","36","849"
"33(1,A5)","Normoxia DEP 2","28","235","57","960"
"34(1,B5)","Normoxia DEP 2","32","234","45","988"
"35(1,C5)","Normoxia DEP 2","28","191","38","887"
"36(1,D5)","Normoxia DEP 3","28","288","36","850"
"37(1,E5)","Normoxia DEP 3","28","225","126","655"
"38(1,F5)","Normoxia DEP 3","32","369","36","757"
"39(1,G5)","Normoxia Ox66 1","28","168","41","1144"
"40(1,H5)","Normoxia Ox66 1","32","143","57","974"
"41(1,A6)","Normoxia Ox66 1","28","208","43","1256"
"42(1,B6)","Normoxia Ox66 2","28","143","132","1137"
"43(1,C6)","Normoxia Ox66 2","28","254","28","958"
"44(1,D6)","Normoxia Ox66 2","28","143","36","1157"
"45(1,E6)","Normoxia Ox66 3","28","433","41","867"
"46(1,F6)","Normoxia Ox66 3","28","156","41","972"
"47(1,G6)","Normoxia Ox66 3","28","175","32","769"
"48(1,H6)","Normoxia Mix 1","28","149","51","1119"
"49(1,A7)","Normoxia Mix 1","28","162","57","1144"
"50(1,B7)","Normoxia Mix 1","24","191","70","1131"
"51(1,C7)","Normoxia Mix 2","28","199","47","1068"
"52(1,D7)","Normoxia Mix 2","28","235","51","1248"
"53(1,E7)","Normoxia Mix 2","28","216","43","1229"
"54(1,F7)","Normoxia Mix 3","28","191","57","1188"
"55(1,G7)","Normoxia Mix 3","28","176","41","1094"
"56(1,H7)","Normoxia Mix 3","28","208","36","1151"
"57(1,A8)","Hypoxia Blank 1","28","77","28","1317"
"58(1,B8)","Hypoxia Blank 1","28","177","57","852"
"59(1,C8)","Hypoxia Blank 1","28","143","41","1050"
"60(1,D8)","Hypoxia Blank 2","28","184","28","844"
"61(1,E8)","Hypoxia Blank 2","28","226","32","807"
"62(1,F8)","Hypoxia Blank 2","32","168","32","704"
"63(1,G8)","Hypoxia Blank 3","28","143","133","581"
"64(1,H8)","Hypoxia Blank 3","32","209","57","701"
"65(1,A9)","Hypoxia Blank 3","28","112","57","1273"
"66(1,B9)","Hypoxia DEP 1","28","255","32","1030"
"67(1,C9)","Hypoxia DEP 1","28","143","63","1099"
"68(1,D9)","Hypoxia DEP 1","28","234","38","844"
"69(1,E9)","Hypoxia DEP 2","28","169","68","675"
"70(1,F9)","Hypoxia DEP 2","28","227","28","642"
"71(1,G9)","Hypoxia DEP 2","28","415","32","712"
"72(1,H9)","Hypoxia DEP 3","28","243","77","725"
"73(1,A10)","Hypoxia DEP 3","28","224","38","915"
"74(1,B10)","Hypoxia DEP 3","28","192","28","967"
"75(1,C10)","Hypoxia Ox66 1","28","183","66","1198"
"76(1,D10)","Hypoxia Ox66 1","28","176","45","1089"
"77(1,E10)","Hypoxia Ox66 1","28","155","62","1027"
"78(1,F10)","Hypoxia Ox66 2","28","116","71","971"
"79(1,G10)","Hypoxia Ox66 2","28","156","53","916"
"80(1,H10)","Hypoxia Ox66 2","28","126","43","1192"
"81(1,A11)","Hypoxia Ox66 3","28","149","77","1205"
"82(1,B11)","Hypoxia Ox66 3","28","168","47","1156"
"83(1,C11)","Hypoxia Ox66 3","28","132","32","1035"
"84(1,D11)","Hypoxia Mix 1","28","183","77","1174"
"85(1,E11)","Hypoxia Mix 1","28","225","57","1204"
"86(1,F11)","Hypoxia Mix 1","28","207","41","1170"
"87(1,G11)","Hypoxia Mix 2","28","235","57","981"
"88(1,H11)","Hypoxia Mix 2","28","191","36","1112"
"89(1,A12)","Hypoxia Mix 2","28","243","47","1118"
"90(1,B12)","Hypoxia Mix 3","32","207","57","1274"
"91(1,C12)","Hypoxia Mix 3","28","199","32","1131"
"92(1,D12)","Hypoxia Mix 3","28","155","45","1362"
"93(1,E12)","Intereference DEP ","28","176","28","1138"
"94(1,F12)","Intereference DEP ","28","184","28","1197"
"95(1,G12)","Interference Ox66","23","132","22","1330"
"96(1,H12)","Interference Ox66","28","162","21","1286"

"DataType:","Trimmed Standard Deviation"
"Location","Sample","IL-6","GRO/KC/CINC-1","TNFa","Total Events"
"1(1,A1)","Background0","12.72","88.55","16.4","1228"
"2(1,B1)","Background0","13.66","139.15","27.16","1252"
"3(1,C1)","Standard1","14.31","101.45","57.92","1072"
"4(1,D1)","Standard1","16.49","117.62","59.02","1170"
"5(1,E1)","Standard2","27.47","187.99","182.66","1081"
"6(1,F1)","Standard2","15.73","80.28","118.33","1154"
"7(1,G1)","Standard3","77.44","314.14","914.45","882"
"8(1,H1)","Standard3","20.1","89.58","265.75","1088"
"9(1,A2)","Standard4","87.89","366.25","1773.8","1256"
"10(1,B2)","Standard4","45.17","230.9","971.01","1058"
"11(1,C2)","Standard5","366.48","1028.76","2559.17","1016"
"12(1,D2)","Standard5","510.89","1118.22","3615.58","989"
"13(1,E2)","Standard6","1795.07","2187.45","4382.04","939"
"14(1,F2)","Standard6","1352.05","1573.73","2493.32","1009"
"15(1,G2)","Standard7","2324.81","1574.82","2403.25","1013"
"16(1,H2)","Standard7","3237.78","2117.51","2336.13","1057"
"17(1,A3)","Control1","70.43","340.54","1081.18","1211"
"18(1,B3)","Control1","64.77","192.64","1024.97","963"
"19(1,C3)","Control2","343.44","791","1865.09","924"
"20(1,D3)","Control2","310.05","748.14","2149.55","988"
"21(1,E3)","Normoxia Blank 1","15.12","125.09","53.77","809"
"22(1,F3)","Normoxia Blank 1","16.43","119.63","32.68","862"
"23(1,G3)","Normoxia Blank 1","17.88","135.11","30.94","909"
"24(1,H3)","Normoxia Blank 2","12.48","103.47","23.67","812"
"25(1,A4)","Normoxia Blank 2","10.41","81.2","20.28","960"
"26(1,B4)","Normoxia Blank 2","21.35","293.85","41.92","932"
"27(1,C4)","Normoxia Blank 3","15.39","98.43","24.75","831"
"28(1,D4)","Normoxia Blank 3","8.4","113.07","128.47","677"
"29(1,E4)","Normoxia Blank 3","9.01","91.53","31.71","807"
"30(1,F4)","Normoxia DEP 1","10.96","157.53","24.42","863"
"31(1,G4)","Normoxia DEP 1","24.34","254.63","41.3","812"
"32(1,H4)","Normoxia DEP 1","10.84","102.47","20.56","849"
"33(1,A5)","Normoxia DEP 2","9.23","85.4","26.7","960"
"34(1,B5)","Normoxia DEP 2","42.16","132.73","52.28","988"
"35(1,C5)","Normoxia DEP 2","22.06","157.95","48.41","887"
"36(1,D5)","Normoxia DEP 3","13.25","220.52","39.14","850"
"37(1,E5)","Normoxia DEP 3","12.16","169.26","86.76","655"
"38(1,F5)","Normoxia DEP 3","14.05","158.02","33.4","757"
"39(1,G5)","Normoxia Ox66 1","6.17","37.24","19.86","1144"
"40(1,H5)","Normoxia Ox66 1","7.44","54.07","27.01","974"
"41(1,A6)","Normoxia Ox66 1","6.94","52.91","25.63","1256"
"42(1,B6)","Normoxia Ox66 2","6.97","40.6","58.13","1137"
"43(1,C6)","Normoxia Ox66 2","15.68","128.84","42.15","958"
"44(1,D6)","Normoxia Ox66 2","8.21","43.94","35.31","1157"
"45(1,E6)","Normoxia Ox66 3","13.76","154.76","47.49","867"
"46(1,F6)","Normoxia Ox66 3","8.18","62.35","27.54","972"
"47(1,G6)","Normoxia Ox66 3","14.98","182.67","45.18","769"
"48(1,H6)","Normoxia Mix 1","16.33","240.61","60.44","1119"
"49(1,A7)","Normoxia Mix 1","10.14","59.69","30.85","1144"
"50(1,B7)","Normoxia Mix 1","15.53","124.03","37.69","1131"
"51(1,C7)","Normoxia Mix 2","16.41","113.9","28.41","1068"
"52(1,D7)","Normoxia Mix 2","6.29","50.4","23.73","1248"
"53(1,E7)","Normoxia Mix 2","8.67","73.31","29.56","1229"
"54(1,F7)","Normoxia Mix 3","6.08","39.89","30.89","1188"
"55(1,G7)","Normoxia Mix 3","6.02","40.88","21.7","1094"
"56(1,H7)","Normoxia Mix 3","6.58","61.61","20","1151"
"57(1,A8)","Hypoxia Blank 1","19.86","86.83","54.68","1317"
"58(1,B8)","Hypoxia Blank 1","12.37","88.4","42.75","852"
"59(1,C8)","Hypoxia Blank 1","12.42","114.51","31.39","1050"
"60(1,D8)","Hypoxia Blank 2","10.35","64.37","23.13","844"
"61(1,E8)","Hypoxia Blank 2","11.41","135.12","32.92","807"
"62(1,F8)","Hypoxia Blank 2","8.72","129.13","23.83","704"
"63(1,G8)","Hypoxia Blank 3","15.52","118.36","67.99","581"
"64(1,H8)","Hypoxia Blank 3","10.56","120.04","48.47","701"
"65(1,A9)","Hypoxia Blank 3","16.92","102.57","45.66","1273"
"66(1,B9)","Hypoxia DEP 1","7.71","82.16","17.44","1030"
"67(1,C9)","Hypoxia DEP 1","8.62","81.46","31.37","1099"
"68(1,D9)","Hypoxia DEP 1","10.07","122.83","27.6","844"
"69(1,E9)","Hypoxia DEP 2","12.3","151.84","35.65","675"
"70(1,F9)","Hypoxia DEP 2","10.77","103.38","44.31","642"
"71(1,G9)","Hypoxia DEP 2","8.45","134.67","27.62","712"
"72(1,H9)","Hypoxia DEP 3","11.49","137.2","50.43","725"
"73(1,A10)","Hypoxia DEP 3","7.49","126.82","36.29","915"
"74(1,B10)","Hypoxia DEP 3","9.28","101.13","26.27","967"
"75(1,C10)","Hypoxia Ox66 1","8.14","49.89","23.15","1198"
"76(1,D10)","Hypoxia Ox66 1","7.1","40.82","23.1","1089"
"77(1,E10)","Hypoxia Ox66 1","7.36","40.47","28.6","1027"
"78(1,F10)","Hypoxia Ox66 2","5.44","37.71","27.33","971"
"79(1,G10)","Hypoxia Ox66 2","8.69","91.64","26.28","916"
"80(1,H10)","Hypoxia Ox66 2","6.75","41.17","22.2","1192"
"81(1,A11)","Hypoxia Ox66 3","5.8","42.53","29.79","1205"
"82(1,B11)","Hypoxia Ox66 3","6.16","50.59","24.07","1156"
"83(1,C11)","Hypoxia Ox66 3","13.2","110.43","33.97","1035"
"84(1,D11)","Hypoxia Mix 1","8.25","60.11","23.75","1174"
"85(1,E11)","Hypoxia Mix 1","7.02","54.48","24.3","1204"
"86(1,F11)","Hypoxia Mix 1","6.46","45.48","22.68","1170"
"87(1,G11)","Hypoxia Mix 2","8.02","69.12","21.55","981"
"88(1,H11)","Hypoxia Mix 2","6.84","52.16","20.98","1112"
"89(1,A12)","Hypoxia Mix 2","9.22","62.33","25.35","1118"
"90(1,B12)","Hypoxia Mix 3","9.38","64.14","21.37","1274"
"91(1,C12)","Hypoxia Mix 3","5.89","42.85","20.3","1131"
"92(1,D12)","Hypoxia Mix 3","7.05","50.92","21.07","1362"
"93(1,E12)","Intereference DEP ","15.11","87.55","28.72","1138"
"94(1,F12)","Intereference DEP ","8.69","73.02","16.59","1197"
"95(1,G12)","Interference Ox66","6.28","30.54","11.81","1330"
"96(1,H12)","Interference Ox66","6.35","34.88","10.22","1286"

"DataType:","%CV Replicates"
"Sample","IL-6","GRO/KC/CINC-1","TNFa"
"Control1","4.4296778066984","3.03071323602377","11.8762680725576"
"Control2","11.5899437661327","14.3635214715762","1.6089758850423"
"Standard1","81.0017605457565","NaN","27.3006978092564"
"Standard2","21.5364602031417","NaN","9.92266702557249"
"Standard3","49.8485573552315","56.904259797895","58.4680088836604"
"Standard4","13.9910582532752","19.836233007343","12.1909787841778"
"Standard5","9.80728201773495","20.5287807313453","20.2223926074484"
"Standard6","11.2278943979716","40.6921579285588","NaN"
"Standard7","0.357480617182769","14.1257167472181","NaN"
"Normoxia Blank 1","0","6.40789457575956","0"
"Normoxia Blank 2","NaN","NaN","NaN"
"Normoxia Blank 3","NaN","14.6852696754141","NaN"
"Normoxia DEP 1","NaN","36.1126250537619","0"
"Normoxia DEP 2","NaN","41.535018331432","0"
"Normoxia DEP 3","0","10.9366103920128","NaN"
"Normoxia Ox66 1","0","NaN","0"
"Normoxia Ox66 2","0","0","NaN"
"Normoxia Ox66 3","0","NaN","NaN"
"Normoxia Mix 1","0","NaN","67.4688886212866"
"Normoxia Mix 2","0","NaN","0"
"Normoxia Mix 3","0","0","NaN"
"Hypoxia Blank 1","0","0","NaN"
"Hypoxia Blank 2","0","NaN","0"
"Hypoxia Blank 3","NaN","NaN","NaN"
"Hypoxia DEP 1","0","NaN","NaN"
"Hypoxia DEP 2","0","51.3769331057956","NaN"
"Hypoxia DEP 3","0","NaN","NaN"
"Hypoxia Ox66 1","0","0","NaN"
"Hypoxia Ox66 2","0","0","NaN"
"Hypoxia Ox66 3","0","0","NaN"
"Hypoxia Mix 1","0","NaN","NaN"
"Hypoxia Mix 2","0","NaN","0"
"Hypoxia Mix 3","0","NaN","NaN"
"Intereference DEP ","0","0","0"
"Interference Ox66","0","0","0"

"DataType:","% Recovery"
"Location","Sample","IL-6","GRO/KC/CINC-1","TNFa"
"3(1,C1)","Standard1","53.92","N/A","84.75"
"4(1,D1)","Standard1","198.51","898.94","125.29"
"5(1,E1)","Standard2","109.94","396.81","93.96"
"6(1,F1)","Standard2","80.88","N/A","108.14"
"7(1,G1)","Standard3","226.98","230.14","192.99"
"8(1,H1)","Standard3","108.67","98.08","80.09"
"9(1,A2)","Standard4","98.15","111.85","114.33"
"10(1,B2)","Standard4","80.48","84.34","96.18"
"11(1,C2)","Standard5","101.92","93.93","83.71"
"12(1,D2)","Standard5","117.10","125.83","111.64"
"13(1,E2)","Standard6","109.46","164.72","N/A"
"14(1,F2)","Standard6","93.36","91.11","270.22"
"15(1,G2)","Standard7","100.26","97.55","N/A"
"16(1,H2)","Standard7","99.75","79.83","12.66"
"17(1,A3)","Control1","77.79","64.14","48.07"
"18(1,B3)","Control1","82.82","61.45","40.62"
"19(1,C3)","Control2","84.14","70.80","53.16"
"20(1,D3)","Control2","99.16","86.81","51.97"

"DataType:","Comments"
"Location","Sample","IL-6","GRO/KC/CINC-1","TNFa"
"1(1,A1)","Background0","","",""
"2(1,B1)","Background0","","",""
"3(1,C1)","Standard1","Extrapolated","","Extrapolated"
"4(1,D1)","Standard1","","",""
"5(1,E1)","Standard2","","",""
"6(1,F1)","Standard2","","",""
"7(1,G1)","Standard3","","",""
"8(1,H1)","Standard3","","",""
"9(1,A2)","Standard4","","",""
"10(1,B2)","Standard4","","",""
"11(1,C2)","Standard5","","",""
"12(1,D2)","Standard5","","",""
"13(1,E2)","Standard6","","",""
"14(1,F2)","Standard6","","","Extrapolated"
"15(1,G2)","Standard7","Extrapolated","Extrapolated",""
"16(1,H2)","Standard7","","",""
"17(1,A3)","Control1","","Control Failed.","Control Failed."
"18(1,B3)","Control1","","Control Failed.","Control Failed."
"19(1,C3)","Control2","","","Control Failed."
"20(1,D3)","Control2","","","Control Failed."
"21(1,E3)","Normoxia Blank 1","","",""
"22(1,F3)","Normoxia Blank 1","","",""
"23(1,G3)","Normoxia Blank 1","","",""
"24(1,H3)","Normoxia Blank 2","","",""
"25(1,A4)","Normoxia Blank 2","","",""
"26(1,B4)","Normoxia Blank 2","","","Extrapolated"
"27(1,C4)","Normoxia Blank 3","Extrapolated","",""
"28(1,D4)","Normoxia Blank 3","","",""
"29(1,E4)","Normoxia Blank 3","","",""
"30(1,F4)","Normoxia DEP 1","","",""
"31(1,G4)","Normoxia DEP 1","Extrapolated","",""
"32(1,H4)","Normoxia DEP 1","","",""
"33(1,A5)","Normoxia DEP 2","","",""
"34(1,B5)","Normoxia DEP 2","","Extrapolated",""
"35(1,C5)","Normoxia DEP 2","","",""
"36(1,D5)","Normoxia DEP 3","","",""
"37(1,E5)","Normoxia DEP 3","","",""
"38(1,F5)","Normoxia DEP 3","","",""
"39(1,G5)","Normoxia Ox66 1","","",""
"40(1,H5)","Normoxia Ox66 1","","",""
"41(1,A6)","Normoxia Ox66 1","","Extrapolated",""
"42(1,B6)","Normoxia Ox66 2","","",""
"43(1,C6)","Normoxia Ox66 2","","",""
"44(1,D6)","Normoxia Ox66 2","","",""
"45(1,E6)","Normoxia Ox66 3","","","Extrapolated"
"46(1,F6)","Normoxia Ox66 3","","",""
"47(1,G6)","Normoxia Ox66 3","","Extrapolated",""
"48(1,H6)","Normoxia Mix 1","","","Extrapolated"
"49(1,A7)","Normoxia Mix 1","","","Extrapolated"
"50(1,B7)","Normoxia Mix 1","","","Extrapolated"
"51(1,C7)","Normoxia Mix 2","","",""
"52(1,D7)","Normoxia Mix 2","","",""
"53(1,E7)","Normoxia Mix 2","","",""
"54(1,F7)","Normoxia Mix 3","","","Extrapolated"
"55(1,G7)","Normoxia Mix 3","","",""
"56(1,H7)","Normoxia Mix 3","","",""
"57(1,A8)","Hypoxia Blank 1","","",""
"58(1,B8)","Hypoxia Blank 1","","","Extrapolated"
"59(1,C8)","Hypoxia Blank 1","","",""
"60(1,D8)","Hypoxia Blank 2","","",""
"61(1,E8)","Hypoxia Blank 2","","",""
"62(1,F8)","Hypoxia Blank 2","","",""
"63(1,G8)","Hypoxia Blank 3","","",""
"64(1,H8)","Hypoxia Blank 3","","","Extrapolated"
"65(1,A9)","Hypoxia Blank 3","","",""
"66(1,B9)","Hypoxia DEP 1","","",""
"67(1,C9)","Hypoxia DEP 1","","","Extrapolated"
"68(1,D9)","Hypoxia DEP 1","","",""
"69(1,E9)","Hypoxia DEP 2","","","Extrapolated"
"70(1,F9)","Hypoxia DEP 2","","Extrapolated",""
"71(1,G9)","Hypoxia DEP 2","","",""
"72(1,H9)","Hypoxia DEP 3","","","Extrapolated"
"73(1,A10)","Hypoxia DEP 3","","",""
"74(1,B10)","Hypoxia DEP 3","","",""
"75(1,C10)","Hypoxia Ox66 1","","","Extrapolated"
"76(1,D10)","Hypoxia Ox66 1","","",""
"77(1,E10)","Hypoxia Ox66 1","","","Extrapolated"
"78(1,F10)","Hypoxia Ox66 2","","","Extrapolated"
"79(1,G10)","Hypoxia Ox66 2","","",""
"80(1,H10)","Hypoxia Ox66 2","","","Extrapolated"
"81(1,A11)","Hypoxia Ox66 3","","","Extrapolated"
"82(1,B11)","Hypoxia Ox66 3","","",""
"83(1,C11)","Hypoxia Ox66 3","","",""
"84(1,D11)","Hypoxia Mix 1","","Extrapolated","Extrapolated"
"85(1,E11)","Hypoxia Mix 1","","Extrapolated",""
"86(1,F11)","Hypoxia Mix 1","","",""
"87(1,G11)","Hypoxia Mix 2","","",""
"88(1,H11)","Hypoxia Mix 2","","",""
"89(1,A12)","Hypoxia Mix 2","","Extrapolated",""
"90(1,B12)","Hypoxia Mix 3","","","Extrapolated"
"91(1,C12)","Hypoxia Mix 3","","",""
"92(1,D12)","Hypoxia Mix 3","","",""
"93(1,E12)","Intereference DEP ","","",""
"94(1,F12)","Intereference DEP ","","",""
"95(1,G12)","Interference Ox66","","",""
"96(1,H12)","Interference Ox66","","",""

"DataType:","Units"
"Analyte:","IL-6","GRO/KC/CINC-1","TNFa"
"BeadID:","37","72","77"
"Units:","pg/ml","pg/ml","pg/ml"

"DataType:","Standard Expected Concentration"
"Reagent","IL-6","GRO/KC/CINC-1","TNFa"
"Standard1","73.2421875","14.6484375","2.44140625"
"Standard2","292.96875","58.59375","9.765625"
"Standard3","1171.875","234.375","39.0625"
"Standard4","4687.5","937.5","156.25"
"Standard5","18750","3750","625"
"Standard6","75000","15000","2500"
"Standard7","300000","60000","10000"

"DataType:","Control Expected Concentration"
"Reagent","IL-6","GRO/KC/CINC-1","TNFa"
"Control1","6138.75","1403.25","360.75"
"Control2","25642.875","5288.25","1291.125"

"DataType:","Control Range - Low"
"Reagent","IL-6","GRO/KC/CINC-1","TNFa"
"Control1","3990","912","234.75"
"Control2","16668","3437.25","839.25"

"DataType:","Control Range - High"
"Reagent","IL-6","GRO/KC/CINC-1","TNFa"
"Control1","8287.5","1894.5","486.75"
"Control2","34617.75","7139.25","1743"

"DataType:","Per Bead Count"
"Analyte:","IL-6","GRO/KC/CINC-1","TNFa"
"BeadID:","37","72","77"
"Per Bead:","50","50","50"

"DataType:","Acquisition Time"
"Location","Sample","Seconds","Total Events"
"1(1,A1)","Background0","40","1228"
"2(1,B1)","Background0","36","1252"
"3(1,C1)","Standard1","36","1072"
"4(1,D1)","Standard1","36","1170"
"5(1,E1)","Standard2","49","1081"
"6(1,F1)","Standard2","35","1154"
"7(1,G1)","Standard3","35","882"
"8(1,H1)","Standard3","35","1088"
"9(1,A2)","Standard4","37","1256"
"10(1,B2)","Standard4","35","1058"
"11(1,C2)","Standard5","35","1016"
"12(1,D2)","Standard5","35","989"
"13(1,E2)","Standard6","36","939"
"14(1,F2)","Standard6","35","1009"
"15(1,G2)","Standard7","36","1013"
"16(1,H2)","Standard7","35","1057"
"17(1,A3)","Control1","36","1211"
"18(1,B3)","Control1","36","963"
"19(1,C3)","Control2","35","924"
"20(1,D3)","Control2","36","988"
"21(1,E3)","Normoxia Blank 1","36","809"
"22(1,F3)","Normoxia Blank 1","35","862"
"23(1,G3)","Normoxia Blank 1","36","909"
"24(1,H3)","Normoxia Blank 2","35","812"
"25(1,A4)","Normoxia Blank 2","36","960"
"26(1,B4)","Normoxia Blank 2","35","932"
"27(1,C4)","Normoxia Blank 3","53","831"
"28(1,D4)","Normoxia Blank 3","35","677"
"29(1,E4)","Normoxia Blank 3","35","807"
"30(1,F4)","Normoxia DEP 1","35","863"
"31(1,G4)","Normoxia DEP 1","35","812"
"32(1,H4)","Normoxia DEP 1","36","849"
"33(1,A5)","Normoxia DEP 2","36","960"
"34(1,B5)","Normoxia DEP 2","35","988"
"35(1,C5)","Normoxia DEP 2","35","887"
"36(1,D5)","Normoxia DEP 3","36","850"
"37(1,E5)","Normoxia DEP 3","36","655"
"38(1,F5)","Normoxia DEP 3","35","757"
"39(1,G5)","Normoxia Ox66 1","36","1144"
"40(1,H5)","Normoxia Ox66 1","35","974"
"41(1,A6)","Normoxia Ox66 1","36","1256"
"42(1,B6)","Normoxia Ox66 2","35","1137"
"43(1,C6)","Normoxia Ox66 2","36","958"
"44(1,D6)","Normoxia Ox66 2","35","1157"
"45(1,E6)","Normoxia Ox66 3","35","867"
"46(1,F6)","Normoxia Ox66 3","35","972"
"47(1,G6)","Normoxia Ox66 3","36","769"
"48(1,H6)","Normoxia Mix 1","46","1119"
"49(1,A7)","Normoxia Mix 1","41","1144"
"50(1,B7)","Normoxia Mix 1","35","1131"
"51(1,C7)","Normoxia Mix 2","35","1068"
"52(1,D7)","Normoxia Mix 2","43","1248"
"53(1,E7)","Normoxia Mix 2","35","1229"
"54(1,F7)","Normoxia Mix 3","35","1188"
"55(1,G7)","Normoxia Mix 3","35","1094"
"56(1,H7)","Normoxia Mix 3","35","1151"
"57(1,A8)","Hypoxia Blank 1","36","1317"
"58(1,B8)","Hypoxia Blank 1","36","852"
"59(1,C8)","Hypoxia Blank 1","35","1050"
"60(1,D8)","Hypoxia Blank 2","35","844"
"61(1,E8)","Hypoxia Blank 2","35","807"
"62(1,F8)","Hypoxia Blank 2","35","704"
"63(1,G8)","Hypoxia Blank 3","35","581"
"64(1,H8)","Hypoxia Blank 3","35","701"
"65(1,A9)","Hypoxia Blank 3","36","1273"
"66(1,B9)","Hypoxia DEP 1","36","1030"
"67(1,C9)","Hypoxia DEP 1","35","1099"
"68(1,D9)","Hypoxia DEP 1","51","844"
"69(1,E9)","Hypoxia DEP 2","35","675"
"70(1,F9)","Hypoxia DEP 2","36","642"
"71(1,G9)","Hypoxia DEP 2","35","712"
"72(1,H9)","Hypoxia DEP 3","54","725"
"73(1,A10)","Hypoxia DEP 3","36","915"
"74(1,B10)","Hypoxia DEP 3","36","967"
"75(1,C10)","Hypoxia Ox66 1","36","1198"
"76(1,D10)","Hypoxia Ox66 1","36","1089"
"77(1,E10)","Hypoxia Ox66 1","35","1027"
"78(1,F10)","Hypoxia Ox66 2","36","971"
"79(1,G10)","Hypoxia Ox66 2","35","916"
"80(1,H10)","Hypoxia Ox66 2","35","1192"
"81(1,A11)","Hypoxia Ox66 3","36","1205"
"82(1,B11)","Hypoxia Ox66 3","35","1156"
"83(1,C11)","Hypoxia Ox66 3","35","1035"
"84(1,D11)","Hypoxia Mix 1","35","1174"
"85(1,E11)","Hypoxia Mix 1","35","1204"
"86(1,F11)","Hypoxia Mix 1","36","1170"
"87(1,G11)","Hypoxia Mix 2","53","981"
"88(1,H11)","Hypoxia Mix 2","35","1112"
"89(1,A12)","Hypoxia Mix 2","36","1118"
"90(1,B12)","Hypoxia Mix 3","35","1274"
"91(1,C12)","Hypoxia Mix 3","35","1131"
"92(1,D12)","Hypoxia Mix 3","36","1362"
"93(1,E12)","Intereference DEP ","35","1138"
"94(1,F12)","Intereference DEP ","35","1197"
"95(1,G12)","Interference Ox66","36","1330"
"96(1,H12)","Interference Ox66","35","1286"


"DataType:","Dilution Factor"
"Location","Sample","Dilution Factor"
"1(1,A1)","Background0"
"2(1,B1)","Background0"
"3(1,C1)","Standard1"
"4(1,D1)","Standard1"
"5(1,E1)","Standard2"
"6(1,F1)","Standard2"
"7(1,G1)","Standard3"
"8(1,H1)","Standard3"
"9(1,A2)","Standard4"
"10(1,B2)","Standard4"
"11(1,C2)","Standard5"
"12(1,D2)","Standard5"
"13(1,E2)","Standard6"
"14(1,F2)","Standard6"
