"Program","xPONENT","","MAGPIX"
"Build","4.2.1705.0"
"Date","10/16/2019","9:50 PM"

"SN","MAGPX17165724"
"Batch","Human CYK SVG"
"Version","1"
"Operator",""
"ComputerName","ENV18022701X"
"Country Code","409"
"ProtocolName","Human Cytokine Chemokine AD"
"ProtocolVersion","5"
"ProtocolDescription",""
"ProtocolDevelopingCompany","Miliilpore"
"SampleWash","Off"
"SampleVolume","100 uL"
"BatchStartTime","10/16/2019 9:52:19 PM"
"BatchStopTime","10/16/2019 11:02:33 PM"
"BatchDescription","<None>"
"ProtocolPlate","Name","Current 96-well plate","Type","96","Plates","1"
"ProtocolMicrosphere","Map","BP 50 regions","Type","MagPlex","Count","3"
"ProtocolAnalysis","Type","Quan","Mode","FitOfAllStandards"
"NormBead","None"
"ProtocolHeater","Off"

"Most Recent Calibration and Verification Results:"
"Last CAL Calibration","Passed 10/15/2019 15:47:30"
"Last VER Verification","Passed 10/15/2019 15:48:32"
"Last Fluidics Test","Passed 10/15/2019 15:49:52"
""
"CALInfo:"
"Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1Temp","CL2Temp","RP1LongTemp","RP1ShortTemp","CL1Current","CL2Current","RP1LongCurrent","RP1ShortCurrent","CL1Factor","CL2Factor","RP1LongFactor","RP1ShortFactor","Result","MachineSerialNo"
"B62703","11/17/2019","10/15/2019 3:47:30 PM","26.4","26.4","26.4","26.4","252","284","353","353","0.00702","0.00697","0.00407","0.11954","Pass","MAGPX17165724"


"AssayLotInfo:"
"KitName","LotNumber","ExpirationDate","Manufacturer"
"Human CYK and CHK","8062-13K","02/01/2021","Millipore"
"Reagent","LotName","LotNumber","ExpirationDate","Manufacturer"
"Standard1","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard2","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard3","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard4","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard5","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard6","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Control1","CYK and CHK","HCY-113","02/01/2021","Millipore"
"Control2","CYK and CHK","HCY-213","02/01/2021","Millipore"


"Samples","35","Min Events","50","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","IL-6","IL-8","TNFa","Total Events"
"74(1,B10)","Hypoxia DEP 3","756.36","8938.56","21.57","1405"
"75(1,C10)","Hypoxia Ox66 1","976.59","11575.23","21.39","1321"
"76(1,D10)","Hypoxia Ox66 1","1125.27","11903.78","19.77","1030"
"77(1,E10)","Hypoxia Ox66 1","1110.57","12225.24","21.54","1417"
"78(1,F10)","Hypoxia Ox66 2","978.42","11806.52","20.32","1319"
"79(1,G10)","Hypoxia Ox66 2","1067.45","12192.17","22.05","1421"
"80(1,H10)","Hypoxia Ox66 2","1015.86","11840","21.9","1338"
"81(1,A11)","Hypoxia Ox66 3","877.77","10586.63","20.89","1561"
"82(1,B11)","Hypoxia Ox66 3","929.27","10221.89","21.53","1414"
"83(1,C11)","Hypoxia Ox66 3","848.66","10337.9","20.67","1375"
"84(1,D11)","Hypoxia Mix 1","1087.66","11753.03","24.58","1325"
"85(1,E11)","Hypoxia Mix 1","964.72","11430.39","21.12","1197"
"86(1,F11)","Hypoxia Mix 1","1016.92","11536.41","21.8","1245"
"87(1,G11)","Hypoxia Mix 2","702.37","10289.44","24.11","1431"
"88(1,H11)","Hypoxia Mix 2","680.43","9757.43","22.85","1641"
"89(1,A12)","Hypoxia Mix 2","751.58","10207.34","23.07","1509"
"90(1,B12)","Hypoxia Mix 3","606.77","8817.46","22.77","1320"
"91(1,C12)","Hypoxia Mix 3","556","8342.73","19.46","1314"
"92(1,D12)","Hypoxia Mix 3","601.15","8699.17","23.89","1537"
"93(1,E12)","DEP Interference ","15.81","28.63","18.57","1439"
"94(1,F12)","DEP Interference ","14.84","18.15","18.39","1408"
"95(1,G12)","Ox66 Interference","14.48","16.72","17.12","1390"
"96(1,H12)","Ox66 Interference","15.21","18.67","17.9","1647"

"DataType:","Trimmed % CV of Microspheres"
"Location","Sample","IL-6","IL-8","TNFa","Total Events"
"1(1,A1)","Background0","22.34","26.7","33.32","1570"
"2(1,B1)","Background0","24.4","25.78","33.7","1573"
"3(1,C1)","Standard 1","23.97","24.49","28.95","1577"
"4(1,D1)","Standard 1","20.59","21.56","29.83","1416"
"5(1,E1)","Standard2","25.58","22.2","28.72","1614"
"6(1,F1)","Standard2","25.17","21.53","29.18","1377"
"7(1,G1)","Standard3","31.84","24.47","24.03","1592"
"8(1,H1)","Standard3","35.71","34.7","35.82","1727"
"9(1,A2)","Standard4","23.68","14.71","27.16","1479"
"10(1,B2)","Standard4","26.59","18.55","26.62","1489"
"11(1,C2)","Standard5","15.59","11.18","16.76","1235"
"12(1,D2)","Standard5","8.42","8.73","13.57","1147"
"13(1,E2)","Standard6","11.62","10.48","12.09","1209"
"14(1,F2)","Standard6","15.17","18.72","18.75","1211"
"17(1,A3)","Control1","37","32.09","28.24","1503"
"18(1,B3)","Control1","33.56","28.69","33.72","1276"
"19(1,C3)","Control2","22.4","19.87","22.39","1390"
"20(1,D3)","Control2","25.4","28.96","31.24","1435"
"21(1,E3)","Normoxia Control 1","34.78","18.52","30.74","1471"
"22(1,F3)","Normoxia Control 1","31.54","13.5","33.42","1214"
"23(1,G3)","Normoxia Control 1","32.46","19.07","34.25","1464"
"24(1,H3)","Normoxia Control 2","39.06","16.53","33.09","1541"
"25(1,A4)","Normoxia Control 2","32.46","15.94","32.22","1486"
"26(1,B4)","Normoxia Control 2","35.33","14.35","33.39","1364"
"27(1,C4)","Normoxia Control 3","30.53","15.83","31.87","1276"
"28(1,D4)","Normoxia Control 3","29.94","16.28","30.39","1119"
"29(1,E4)","Normoxia Control 3","31.28","17.08","29.26","1489"
"30(1,F4)","Normoxia DEP 1","32.38","17.17","32.68","1129"
"31(1,G4)","Normoxia DEP 1","29.6","15.34","34.65","1390"
"32(1,H4)","Normoxia DEP 1","33.89","16.18","35.31","1264"
"33(1,A5)","Normoxia DEP 2","27.99","16.06","33.91","1336"
"34(1,B5)","Normoxia DEP 2","31.25","16.16","31.37","1407"
"35(1,C5)","Normoxia DEP 2","31.55","14.21","32.11","1473"
"36(1,D5)","Normoxia DEP 3","29.55","14.77","36.48","1223"
"37(1,E5)","Normoxia DEP 3","30.17","14.19","29.41","1465"
"38(1,F5)","Normoxia DEP 3","33.02","14.61","33.18","1207"
"39(1,G5)","Normoxia Ox66 1","31.26","14.26","36.21","1355"
"40(1,H5)","Normoxia Ox66 1","38.16","15.66","34.29","1298"
"41(1,A6)","Normoxia Ox66 1","32.81","14.33","32.65","1575"
"42(1,B6)","Normoxia Ox66 2","30.44","12.64","33.06","1407"
"43(1,C6)","Normoxia Ox66 2","28.11","20.6","35.14","1413"
"44(1,D6)","Normoxia Ox66 2","34.39","18.87","34.52","1222"
"45(1,E6)","Normoxia Ox66 3","32.54","15.21","32.31","1259"
"46(1,F6)","Normoxia Ox66 3","31.94","14.77","31.85","1362"
"47(1,G6)","Normoxia Ox66 3","34.63","14.56","32","1579"
"48(1,H6)","Normoxia Mix 1","34.64","14.9","31.28","1347"
"49(1,A7)","Normoxia Mix 1","32.67","15.64","36.12","1367"
"50(1,B7)","Normoxia Mix 1","33.36","15.69","34.48","1204"
"51(1,C7)","Normoxia Mix 2","34.32","18.48","31.2","1363"
"52(1,D7)","Normoxia Mix 2","41.84","19.15","35.88","1010"
"53(1,E7)","Normoxia Mix 2","30.42","15.49","31.88","1331"
"54(1,F7)","Normoxia Mix 3","33.92","17.52","38.4","1115"
"55(1,G7)","Normoxia Mix 3","31.59","14.59","32.61","1243"
"56(1,H7)","Normoxia Mix 3","31.79","14.28","31.07","1543"
"57(1,A8)","Hypoxia Control 1","45.05","18.22","32.6","1333"
"58(1,B8)","Hypoxia Control 1","41.85","26.36","31.52","1484"
"59(1,C8)","Hypoxia Control 1","33.43","18.58","28.39","1266"
"60(1,D8)","Hypoxia Control 2","30.12","14.24","28.35","1238"
"61(1,E8)","Hypoxia Control 2","32.8","15.39","32.93","1195"
"62(1,F8)","Hypoxia Control 2","28.35","19.01","32.11","1238"
"63(1,G8)","Hypoxia Control 3","31.39","18.79","39.99","1459"
"64(1,H8)","Hypoxia Control 3","32.56","17.45","31.79","1479"
"65(1,A9)","Hypoxia Control 3","33.68","16.75","30.7","1383"
"66(1,B9)","Hypoxia DEP 1","34.04","16.02","28.54","1337"
"67(1,C9)","Hypoxia DEP 1","26.49","16.1","28.96","1437"
"68(1,D9)","Hypoxia DEP 1","37.73","22.28","29.89","1414"
"69(1,E9)","Hypoxia DEP 2","31.47","16.87","31.03","1356"
"70(1,F9)","Hypoxia DEP 2","37.61","20.18","32.62","1364"
"71(1,G9)","Hypoxia DEP 2","33.12","17.75","34.71","1574"
"72(1,H9)","Hypoxia DEP 3","32.13","16.77","32.41","1350"
"73(1,A10)","Hypoxia DEP 3","31.3","17.19","35.14","1615"
"74(1,B10)","Hypoxia DEP 3","30.99","15.46","32.16","1405"
"75(1,C10)","Hypoxia Ox66 1","29.8","14.85","28.78","1321"
"76(1,D10)","Hypoxia Ox66 1","35.7","17.39","35.25","1030"
"77(1,E10)","Hypoxia Ox66 1","36.68","17.27","35.72","1417"
"78(1,F10)","Hypoxia Ox66 2","28.97","14.05","29.84","1319"
"79(1,G10)","Hypoxia Ox66 2","31.52","15.4","31.89","1421"
"80(1,H10)","Hypoxia Ox66 2","32.44","15.74","28.64","1338"
"81(1,A11)","Hypoxia Ox66 3","30.06","16.03","31.99","1561"
"82(1,B11)","Hypoxia Ox66 3","36.26","24.76","29.85","1414"
"83(1,C11)","Hypoxia Ox66 3","35.15","18.35","28.82","1375"
"84(1,D11)","Hypoxia Mix 1","30.6","16.85","30.3","1325"
"85(1,E11)","Hypoxia Mix 1","31.42","17.25","30.67","1197"
"86(1,F11)","Hypoxia Mix 1","33.55","16.73","28.87","1245"
"87(1,G11)","Hypoxia Mix 2","32.81","18.41","27.37","1431"
"88(1,H11)","Hypoxia Mix 2","32.18","15.37","30.63","1641"
"89(1,A12)","Hypoxia Mix 2","32.55","22.26","38.86","1509"
"90(1,B12)","Hypoxia Mix 3","32.39","19","33.23","1320"
"91(1,C12)","Hypoxia Mix 3","32.35","18.24","32.71","1314"
"92(1,D12)","Hypoxia Mix 3","34.75","20.14","31.34","1537"
"93(1,E12)","DEP Interference ","23.81","25.01","30.83","1439"
"94(1,F12)","DEP Interference ","21.35","25.54","31.35","1408"
"95(1,G12)","Ox66 Interference","18","22.71","26.48","1390"
"96(1,H12)","Ox66 Interference","19.4","23.12","28.81","1647"

"DataType:","Trimmed Peak"
"Location","Sample","IL-6","IL-8","TNFa","Total Events"
"1(1,A1)","Background0","16","12","17","1570"
"2(1,B1)","Background0","14","15","16","1573"
"3(1,C1)","Standard 1","14","71","16","1577"
"4(1,D1)","Standard 1","14","77","16","1416"
"5(1,E1)","Standard2","15","244","28","1614"
"6(1,F1)","Standard2","14","288","28","1377"
"7(1,G1)","Standard3","66","1476","176","1592"
"8(1,H1)","Standard3","70","1478","156","1727"
"9(1,A2)","Standard4","5449","9269","2837","1479"
"10(1,B2)","Standard4","5228","10051","3077","1489"
"11(1,C2)","Standard5","28983","27927","15129","1235"
"12(1,D2)","Standard5","29115","26713","15724","1147"
"13(1,E2)","Standard6","48451","37003","39636","1209"
"14(1,F2)","Standard6","48388","37114","38783","1211"
"17(1,A3)","Control1","2719","2728","1535","1503"
"18(1,B3)","Control1","2845","2838","1305","1276"
"19(1,C3)","Control2","14470","12308","6947","1390"
"20(1,D3)","Control2","14537","11846","6934","1435"
"21(1,E3)","Normoxia Control 1","1666","12848","25","1471"
"22(1,F3)","Normoxia Control 1","1479","12878","15","1214"
"23(1,G3)","Normoxia Control 1","1811","13872","19","1464"
"24(1,H3)","Normoxia Control 2","1482","12335","16","1541"
"25(1,A4)","Normoxia Control 2","1358","12820","22","1486"
"26(1,B4)","Normoxia Control 2","1423","12803","17","1364"
"27(1,C4)","Normoxia Control 3","1254","12307","20","1276"
"28(1,D4)","Normoxia Control 3","1253","11863","18","1119"
"29(1,E4)","Normoxia Control 3","1206","12296","18","1489"
"30(1,F4)","Normoxia DEP 1","1108","12300","17","1129"
"31(1,G4)","Normoxia DEP 1","1108","11829","18","1390"
"32(1,H4)","Normoxia DEP 1","1158","11850","18","1264"
"33(1,A5)","Normoxia DEP 2","1419","11850","17","1336"
"34(1,B5)","Normoxia DEP 2","1357","12330","18","1407"
"35(1,C5)","Normoxia DEP 2","1108","12290","19","1473"
"36(1,D5)","Normoxia DEP 3","1109","12848","16","1223"
"37(1,E5)","Normoxia DEP 3","1303","12824","17","1465"
"38(1,F5)","Normoxia DEP 3","1309","12839","28","1207"
"39(1,G5)","Normoxia Ox66 1","1812","17042","19","1355"
"40(1,H5)","Normoxia Ox66 1","1483","16408","16","1298"
"41(1,A6)","Normoxia Ox66 1","1600","16396","15","1575"
"42(1,B6)","Normoxia Ox66 2","1482","15057","20","1407"
"43(1,C6)","Normoxia Ox66 2","1546","14465","15","1413"
"44(1,D6)","Normoxia Ox66 2","1742","15767","16","1222"
"45(1,E6)","Normoxia Ox66 3","1543","15125","21","1259"
"46(1,F6)","Normoxia Ox66 3","1805","16430","17","1362"
"47(1,G6)","Normoxia Ox66 3","1359","15710","17","1579"
"48(1,H6)","Normoxia Mix 1","1474","15766","20","1347"
"49(1,A7)","Normoxia Mix 1","1312","13372","19","1367"
"50(1,B7)","Normoxia Mix 1","1414","15742","18","1204"
"51(1,C7)","Normoxia Mix 2","1109","12809","22","1363"
"52(1,D7)","Normoxia Mix 2","907","12824","16","1010"
"53(1,E7)","Normoxia Mix 2","1068","12856","20","1331"
"54(1,F7)","Normoxia Mix 3","1262","14503","19","1115"
"55(1,G7)","Normoxia Mix 3","1305","15063","16","1243"
"56(1,H7)","Normoxia Mix 3","1310","14519","21","1543"
"57(1,A8)","Hypoxia Control 1","943","10062","18","1333"
"58(1,B8)","Hypoxia Control 1","941","10058","15","1484"
"59(1,C8)","Hypoxia Control 1","1016","9239","17","1266"
"60(1,D8)","Hypoxia Control 2","941","8537","14","1238"
"61(1,E8)","Hypoxia Control 2","1023","9265","18","1195"
"62(1,F8)","Hypoxia Control 2","1106","9653","17","1238"
"63(1,G8)","Hypoxia Control 3","1028","10064","15","1459"
"64(1,H8)","Hypoxia Control 3","903","8889","18","1479"
"65(1,A9)","Hypoxia Control 3","1064","10051","16","1383"
"66(1,B9)","Hypoxia DEP 1","802","9276","18","1337"
"67(1,C9)","Hypoxia DEP 1","653","8868","19","1437"
"68(1,D9)","Hypoxia DEP 1","655","7553","17","1414"
"69(1,E9)","Hypoxia DEP 2","870","10035","17","1356"
"70(1,F9)","Hypoxia DEP 2","833","8874","20","1364"
"71(1,G9)","Hypoxia DEP 2","709","9276","16","1574"
"72(1,H9)","Hypoxia DEP 3","679","8890","16","1350"
"73(1,A10)","Hypoxia DEP 3","575","8506","17","1615"
"74(1,B10)","Hypoxia DEP 3","682","8169","16","1405"
"75(1,C10)","Hypoxia Ox66 1","836","11349","17","1321"
"76(1,D10)","Hypoxia Ox66 1","767","11848","17","1030"
"77(1,E10)","Hypoxia Ox66 1","1062","11834","18","1417"
"78(1,F10)","Hypoxia Ox66 2","942","12308","14","1319"
"79(1,G10)","Hypoxia Ox66 2","985","12312","19","1421"
"80(1,H10)","Hypoxia Ox66 2","708","12291","18","1338"
"81(1,A11)","Hypoxia Ox66 3","833","10026","17","1561"
"82(1,B11)","Hypoxia Ox66 3","942","11324","21","1414"
"83(1,C11)","Hypoxia Ox66 3","948","10023","16","1375"
"84(1,D11)","Hypoxia Mix 1","1107","10884","23","1325"
"85(1,E11)","Hypoxia Mix 1","835","10916","17","1197"
"86(1,F11)","Hypoxia Mix 1","944","12794","22","1245"
"87(1,G11)","Hypoxia Mix 2","679","10475","21","1431"
"88(1,H11)","Hypoxia Mix 2","652","9635","18","1641"
"89(1,A12)","Hypoxia Mix 2","735","9291","17","1509"
"90(1,B12)","Hypoxia Mix 3","577","7889","16","1320"
"91(1,C12)","Hypoxia Mix 3","510","8897","16","1314"
"92(1,D12)","Hypoxia Mix 3","681","9260","28","1537"
"93(1,E12)","DEP Interference ","12","28","15","1439"
"94(1,F12)","DEP Interference ","13","19","16","1408"
"95(1,G12)","Ox66 Interference","14","14","14","1390"
"96(1,H12)","Ox66 Interference","13","17","16","1647"

"DataType:","Trimmed Standard Deviation"
"Location","Sample","IL-6","IL-8","TNFa","Total Events"
"1(1,A1)","Background0","3.52","4.4","6.06","1570"
"2(1,B1)","Background0","3.85","4.08","5.96","1573"
"3(1,C1)","Standard 1","3.77","19.53","5.77","1577"
"4(1,D1)","Standard 1","3.1","15.45","5.92","1416"
"5(1,E1)","Standard2","4.49","62.5","7.68","1614"
"6(1,F1)","Standard2","4.5","69.78","8.51","1377"
"7(1,G1)","Standard3","24.67","357.23","43.91","1592"
"8(1,H1)","Standard3","26.73","513.94","64.04","1727"
"9(1,A2)","Standard4","1299.51","1402.55","949.36","1479"
"10(1,B2)","Standard4","1334.59","1737.22","877.95","1489"
"11(1,C2)","Standard5","4361.92","3099.53","2609.48","1235"
"12(1,D2)","Standard5","2459.03","2344.43","2103.78","1147"
"13(1,E2)","Standard6","5576.53","3728.74","4668.87","1209"
"14(1,F2)","Standard6","7123.16","6357.42","6800.49","1211"
"17(1,A3)","Control1","1082.16","927.35","391.22","1503"
"18(1,B3)","Control1","966.06","877.89","444.71","1276"
"19(1,C3)","Control2","3085.7","2283.49","1537.92","1390"
"20(1,D3)","Control2","3622.2","3292.27","2020.55","1435"
"21(1,E3)","Normoxia Control 1","565.93","2362.2","7.75","1471"
"22(1,F3)","Normoxia Control 1","533.68","1835.1","6.73","1214"
"23(1,G3)","Normoxia Control 1","583","2516.18","8.22","1464"
"24(1,H3)","Normoxia Control 2","598.12","2102.6","7.43","1541"
"25(1,A4)","Normoxia Control 2","557.91","2093.79","7.55","1486"
"26(1,B4)","Normoxia Control 2","632.39","1837.99","7.65","1364"
"27(1,C4)","Normoxia Control 3","395.97","1890.82","7.01","1276"
"28(1,D4)","Normoxia Control 3","403.05","1906.75","6.36","1119"
"29(1,E4)","Normoxia Control 3","445.81","2081.21","6.94","1489"
"30(1,F4)","Normoxia DEP 1","428.16","2118.34","7.5","1129"
"31(1,G4)","Normoxia DEP 1","394.18","1954.13","8.65","1390"
"32(1,H4)","Normoxia DEP 1","423.88","1991.93","8.11","1264"
"33(1,A5)","Normoxia DEP 2","365.4","2013.18","8.06","1336"
"34(1,B5)","Normoxia DEP 2","374.74","1910.82","6.84","1407"
"35(1,C5)","Normoxia DEP 2","425.85","1784.15","6.93","1473"
"36(1,D5)","Normoxia DEP 3","368.44","1911.4","8.87","1223"
"37(1,E5)","Normoxia DEP 3","383.35","1835.87","6.84","1465"
"38(1,F5)","Normoxia DEP 3","433.71","1882.05","8.54","1207"
"39(1,G5)","Normoxia Ox66 1","529.03","2259.16","8.35","1355"
"40(1,H5)","Normoxia Ox66 1","712.1","2514.9","7.6","1298"
"41(1,A6)","Normoxia Ox66 1","560.5","2272.25","7.35","1575"
"42(1,B6)","Normoxia Ox66 2","504.7","1875.77","7.57","1407"
"43(1,C6)","Normoxia Ox66 2","413.93","2713.96","7.37","1413"
"44(1,D6)","Normoxia Ox66 2","568.35","2723.73","7.1","1222"
"45(1,E6)","Normoxia Ox66 3","594.41","2415.53","7.86","1259"
"46(1,F6)","Normoxia Ox66 3","607.56","2420.96","7.1","1362"
"47(1,G6)","Normoxia Ox66 3","573.35","2326.63","7.31","1579"
"48(1,H6)","Normoxia Mix 1","495.96","2303.06","7.72","1347"
"49(1,A7)","Normoxia Mix 1","455.11","2341.18","8.42","1367"
"50(1,B7)","Normoxia Mix 1","484.6","2464.33","8.56","1204"
"51(1,C7)","Normoxia Mix 2","384.31","2465.27","7.1","1363"
"52(1,D7)","Normoxia Mix 2","547.77","2605","8.19","1010"
"53(1,E7)","Normoxia Mix 2","351.96","2044.18","6.66","1331"
"54(1,F7)","Normoxia Mix 3","462.21","2579.05","9.67","1115"
"55(1,G7)","Normoxia Mix 3","448.83","2248.13","7.45","1243"
"56(1,H7)","Normoxia Mix 3","437.76","2134.43","7.39","1543"
"57(1,A8)","Hypoxia Control 1","528.29","1873.22","7.15","1333"
"58(1,B8)","Hypoxia Control 1","459.47","2490","5.93","1484"
"59(1,C8)","Hypoxia Control 1","334.31","1728.13","5.28","1266"
"60(1,D8)","Hypoxia Control 2","312.67","1324.74","5.19","1238"
"61(1,E8)","Hypoxia Control 2","350.92","1478.15","7.1","1195"
"62(1,F8)","Hypoxia Control 2","317.65","1860.53","6.41","1238"
"63(1,G8)","Hypoxia Control 3","324.2","1811.73","8.51","1459"
"64(1,H8)","Hypoxia Control 3","319.62","1584.13","6.88","1479"
"65(1,A9)","Hypoxia Control 3","348.7","1583.92","6.65","1383"
"66(1,B9)","Hypoxia DEP 1","291.7","1543.19","6.28","1337"
"67(1,C9)","Hypoxia DEP 1","211.35","1442.7","6.11","1437"
"68(1,D9)","Hypoxia DEP 1","299.62","1973.31","6.82","1414"
"69(1,E9)","Hypoxia DEP 2","292.93","1671.76","6.82","1356"
"70(1,F9)","Hypoxia DEP 2","348.89","1940.88","7.73","1364"
"71(1,G9)","Hypoxia DEP 2","280.6","1699.51","7.99","1574"
"72(1,H9)","Hypoxia DEP 3","233.65","1525.05","6.36","1350"
"73(1,A10)","Hypoxia DEP 3","225.64","1537.97","7.47","1615"
"74(1,B10)","Hypoxia DEP 3","234.41","1381.94","6.94","1405"
"75(1,C10)","Hypoxia Ox66 1","291.02","1718.94","6.16","1321"
"76(1,D10)","Hypoxia Ox66 1","401.76","2069.92","6.97","1030"
"77(1,E10)","Hypoxia Ox66 1","407.35","2111.14","7.69","1417"
"78(1,F10)","Hypoxia Ox66 2","283.48","1658.75","6.06","1319"
"79(1,G10)","Hypoxia Ox66 2","336.43","1877.34","7.03","1421"
"80(1,H10)","Hypoxia Ox66 2","329.52","1863.13","6.27","1338"
"81(1,A11)","Hypoxia Ox66 3","263.9","1696.64","6.68","1561"
"82(1,B11)","Hypoxia Ox66 3","336.92","2530.86","6.43","1414"
"83(1,C11)","Hypoxia Ox66 3","298.27","1896.82","5.96","1375"
"84(1,D11)","Hypoxia Mix 1","332.78","1980.61","7.45","1325"
"85(1,E11)","Hypoxia Mix 1","303.12","1972.23","6.48","1197"
"86(1,F11)","Hypoxia Mix 1","341.15","1929.56","6.29","1245"
"87(1,G11)","Hypoxia Mix 2","230.42","1894.24","6.6","1431"
"88(1,H11)","Hypoxia Mix 2","218.95","1499.87","7","1641"
"89(1,A12)","Hypoxia Mix 2","244.61","2271.7","8.97","1509"
"90(1,B12)","Hypoxia Mix 3","196.54","1675.01","7.56","1320"
"91(1,C12)","Hypoxia Mix 3","179.89","1522.02","6.37","1314"
"92(1,D12)","Hypoxia Mix 3","208.89","1752.23","7.49","1537"
"93(1,E12)","DEP Interference ","3.76","7.16","5.73","1439"
"94(1,F12)","DEP Interference ","3.17","4.63","5.77","1408"
"95(1,G12)","Ox66 Interference","2.61","3.8","4.53","1390"
"96(1,H12)","Ox66 Interference","2.95","4.32","5.16","1647"

"DataType:","%CV Replicates"
"Sample","IL-6","IL-8","TNFa"
"Control1","1.03150761996795","2.68381248416207","0.897292019776942"
"Control2","2.42459496024671","1.34841009151324","1.77703058991427"
"Standard 1","NaN","12.7515778540143","0"
"Standard2","0","9.22803023670995","9.50704964581528"
"Standard3","2.47520202990317","1.37922219569044","2.86100179980076"
"Standard4","2.62680425854597","0.0908530201592139","1.25792567052604"
"Standard5","2.8359763416565","5.3839711677476","1.34996083247382"
"Standard6","0","NaN","11.4137146962938"
"Normoxia Control 1","3.2236997254127","2.84043499261209","NaN"
"Normoxia Control 2","2.23636834569221","0.78088038343242","10.6458588295294"
"Normoxia Control 3","1.72563695260091","2.18869116038501","62.1917092423526"
"Normoxia DEP 1","1.36336857221713","1.52044710904411","18.6970577754734"
"Normoxia DEP 2","2.23876697970601","3.01199348802614","28.8361553723653"
"Normoxia DEP 3","1.20628277618112","0.578770015890922","13.9208623445506"
"Normoxia Ox66 1","2.19196590303653","1.26828351532444","15.8725833313988"
"Normoxia Ox66 2","2.02058192432843","5.67132011614278","73.2403656395019"
"Normoxia Ox66 3","3.62954384722098","3.47523779641644","14.9142108818222"
"Normoxia Mix 1","1.63666330033719","3.33606157084174","16.8754002778919"
"Normoxia Mix 2","1.72501793960349","0.656822496133287","28.8361553723653"
"Normoxia Mix 3","1.13007600048823","2.93843386040421","15.3156896373465"
"Hypoxia Control 1","1.12270799806372","4.98357956185106","NaN"
"Hypoxia Control 2","2.67416551679776","2.96491910277493","NaN"
"Hypoxia Control 3","1.32974438733946","3.25943981124654","41.693501267075"
"Hypoxia DEP 1","3.06445991699007","5.36335592679784","15.8725833313988"
"Hypoxia DEP 2","2.32749989792909","2.90495737695381","22.8950106300822"
"Hypoxia DEP 3","1.9704134671074","1.08431345203975","NaN"
"Hypoxia Ox66 1","2.97053437509138","2.23633276722443","NaN"
"Hypoxia Ox66 2","2.13042669673345","2.7895928980377","50.2471715844165"
"Hypoxia Ox66 3","1.99852442136543","1.74178816421289","54.9117141016508"
"Hypoxia Mix 1","3.75635626012587","2.80870355904672","29.8060567319307"
"Hypoxia Mix 2","2.57434095011016","3.2202388798585","29.8060567319307"
"Hypoxia Mix 3","2.38054747219433","2.41898250456247","NaN"
"DEP Interference ","NaN","0","0"
"Ox66 Interference","NaN","0","0"

"DataType:","% Recovery"
"Location","Sample","IL-6","IL-8","TNFa"
"3(1,C1)","Standard 1","246.11","109.26","92.98"
"4(1,D1)","Standard 1","N/A","91.19","92.98"
"5(1,E1)","Standard2","107.66","98.93","97.73"
"6(1,F1)","Standard2","107.66","112.74","111.81"
"7(1,G1)","Standard3","90.64","92.74","97.28"
"8(1,H1)","Standard3","87.52","94.57","93.42"
"9(1,A2)","Standard4","144.75","106.47","113.91"
"10(1,B2)","Standard4","139.47","106.61","111.90"
"11(1,C2)","Standard5","88.90","96.18","88.17"
"12(1,D2)","Standard5","92.54","89.13","89.87"
"13(1,E2)","Standard6","N/A","N/A","130.57"
"14(1,F2)","Standard6","N/A","138.61","111.06"
"17(1,A3)","Control1","245.46","79.19","150.22"
"18(1,B3)","Control1","249.06","82.26","148.32"
"19(1,C3)","Control2","123.48","66.38","95.86"
"20(1,D3)","Control2","127.79","67.66","93.48"

"DataType:","Comments"
"Location","Sample","IL-6","IL-8","TNFa"
"1(1,A1)","Background0","","",""
"2(1,B1)","Background0","","",""
"3(1,C1)","Standard 1","","",""
"4(1,D1)","Standard 1","","Extrapolated",""
"5(1,E1)","Standard2","","",""
"6(1,F1)","Standard2","","",""
"7(1,G1)","Standard3","","",""
"8(1,H1)","Standard3","","",""
"9(1,A2)","Standard4","","",""
"10(1,B2)","Standard4","","",""
"11(1,C2)","Standard5","","",""
"12(1,D2)","Standard5","","",""
"13(1,E2)","Standard6","","","Extrapolated"
"14(1,F2)","Standard6","","",""
"17(1,A3)","Control1","Control Failed.","","Control Failed."
"18(1,B3)","Control1","Control Failed.","","Control Failed."
"19(1,C3)","Control2","","",""
"20(1,D3)","Control2","","",""
"21(1,E3)","Normoxia Control 1","","",""
"22(1,F3)","Normoxia Control 1","","",""
"23(1,G3)","Normoxia Control 1","","",""
"24(1,H3)","Normoxia Control 2","","",""
"25(1,A4)","Normoxia Control 2","","",""
"26(1,B4)","Normoxia Control 2","","",""
"27(1,C4)","Normoxia Control 3","","",""
"28(1,D4)","Normoxia Control 3","","",""
